season,FTHG,FTAG,FTR,HomeStreak5,AwayStreak5,matchid,HomeStreak3,AwayStreak3,PointsHome,PointsAway,HomeResult5,AwayResult5,AwayScored,AwayConceded,HomeConceded,HomeScored,DifH,DifA,DifPoints,HV5,AV5,HV3,AV3
1617,0,5,A,1,3,1674,0,2,20,28,1,11,27,15,32,23,-9,12,-8,0,0,0,0
1617,2,0,H,3,2,1675,1,2,21,20,1,8,17,15,21,22,1,2,1,0,0,0,0
1617,0,2,A,1,3,1676,0,1,6,19,2,10,14,16,29,11,-18,-2,-13,0,0,0,0
1617,1,3,A,1,4,1677,1,3,25,36,2,12,32,13,19,31,12,19,-11,0,0,0,1
1617,2,1,H,2,2,1678,2,1,23,17,2,6,20,26,16,22,6,-6,6,0,0,0,0
1617,1,0,H,3,3,1679,2,1,32,32,1,9,27,19,16,35,19,8,0,0,0,0,0
1617,1,0,H,2,2,1680,2,2,20,26,2,8,24,17,17,17,0,7,-6,0,0,0,0
1617,2,0,H,1,1,1681,1,0,11,20,1,4,23,37,24,7,-17,-14,-9,0,0,0,0
1617,1,0,H,4,3,1682,3,2,39,35,0,10,36,16,14,35,21,20,4,0,0,1,0
1617,0,0,D,3,1,1683,1,1,32,28,0,3,25,20,20,27,7,5,4,0,0,0,0
1617,2,1,H,3,2,1684,1,2,22,22,1,6,20,22,16,16,0,-2,0,0,0,0,0
1617,3,4,A,2,1,1685,2,0,23,6,2,5,11,31,17,18,1,-20,17,0,0,0,0
1617,3,1,H,2,2,1686,1,2,31,26,1,8,24,18,17,29,12,6,5,0,0,0,0
1617,5,3,H,3,1,1687,2,1,31,25,2,5,32,22,15,32,17,10,6,0,0,0,0
1617,0,3,A,1,3,1688,1,2,8,17,2,9,14,22,29,13,-16,-8,-9,0,0,0,0
1617,0,1,A,2,3,1689,1,1,17,24,0,10,24,21,28,21,-7,3,-7,0,0,0,0
1617,2,0,H,2,0,1690,2,0,21,9,1,1,14,30,24,22,-2,-16,12,0,0,0,0
1617,2,1,H,1,1,1691,1,1,29,14,0,4,9,24,20,25,5,-15,15,0,0,0,0
1617,3,0,H,3,2,1692,1,1,27,34,1,7,32,18,21,25,4,14,-7,0,0,0,0
1617,4,3,H,1,2,1693,0,1,20,17,1,6,21,29,39,23,-16,-8,3,0,0,0,0
1617,3,3,D,2,3,1694,2,2,26,34,2,11,37,18,21,25,4,19,-8,0,0,0,0
1617,1,1,D,1,1,1695,0,1,9,8,2,5,13,32,34,15,-19,-19,1,0,0,0,0
1617,3,1,H,3,3,1696,2,1,35,25,1,10,18,17,17,36,19,1,10,0,0,0,0
1617,0,0,D,2,2,1697,2,2,22,24,0,7,24,24,24,21,-3,0,-2,0,0,0,0
1617,1,0,H,1,2,1698,1,2,25,23,2,8,21,21,27,35,8,0,2,0,0,0,0
1617,1,0,H,1,1,1699,1,0,14,10,1,5,16,35,26,10,-16,-19,4,0,0,0,0
1617,2,1,H,3,2,1700,2,2,35,23,2,6,21,24,21,40,19,-3,12,0,0,0,0
1617,1,4,A,3,1,1701,1,1,25,32,1,3,27,21,20,19,-1,6,-7,0,0,0,0
1617,0,1,A,2,3,1702,2,2,23,38,2,10,39,18,22,21,-1,21,-15,0,0,0,0
1617,3,0,H,4,3,1703,3,2,42,20,0,9,17,22,14,36,22,-5,22,0,0,1,0
1617,1,0,H,2,0,1704,1,0,34,9,1,1,14,32,21,32,11,-18,25,0,0,0,0
1617,1,0,H,3,1,1705,1,0,33,23,0,4,27,42,20,27,7,-15,10,0,0,0,0
1617,0,0,D,2,1,1706,1,1,17,28,0,5,36,27,33,24,-9,9,-11,0,0,0,0
1617,1,2,A,2,3,1707,2,1,25,30,1,10,28,21,24,24,0,7,-5,0,0,0,0
1617,0,1,A,0,3,1708,0,2,9,20,4,9,17,25,33,14,-19,-8,-11,0,0,0,0
1617,3,1,H,3,3,1709,1,1,33,25,4,10,20,24,22,30,8,-4,8,0,0,0,0
1617,4,1,H,1,2,1710,0,2,23,23,4,8,21,23,43,27,-16,-2,0,0,0,0,0
1617,2,1,H,2,4,1711,2,3,27,45,5,12,39,14,24,28,4,25,-18,0,0,0,1
1617,2,1,H,2,1,1712,1,1,37,35,1,3,31,22,21,33,12,9,2,0,0,0,0
1617,3,1,H,3,1,1713,2,1,38,9,2,5,14,33,22,42,20,-19,29,0,0,0,0
1617,0,0,D,2,1,1714,2,1,23,17,0,4,11,26,26,22,-4,-15,6,0,0,0,0
1617,4,1,H,2,1,1715,1,0,18,10,0,5,16,36,33,24,-9,-20,8,0,0,0,0
1617,0,1,A,2,3,1716,2,2,25,41,4,10,40,18,26,25,-1,22,-16,0,0,0,0
1617,2,2,D,1,3,1717,1,1,29,36,5,9,28,20,27,36,9,8,-7,0,0,0,0
1617,0,3,A,3,2,1718,1,2,25,30,4,8,30,25,27,21,-6,5,-5,0,0,0,0
1617,1,2,A,3,3,1719,1,2,37,41,3,11,45,23,22,30,8,22,-4,0,0,0,0
1617,1,0,H,1,2,1720,1,2,35,24,3,6,22,26,24,32,8,-4,11,0,0,0,0
1617,2,0,H,3,1,1721,2,1,23,30,3,5,38,29,25,18,-7,9,-7,0,0,0,0
1617,1,0,H,1,2,1722,1,2,18,25,4,7,25,27,26,11,-15,-2,-7,0,0,0,0
1617,2,2,D,2,0,1723,2,0,23,9,2,1,14,34,27,22,-5,-20,14,0,0,0,0
1617,2,0,H,4,2,1724,3,1,45,40,0,7,35,22,16,40,24,13,5,0,0,1,0
1617,0,1,A,1,3,1725,0,1,10,36,2,10,33,23,40,17,-23,10,-26,0,0,0,0
1617,1,3,A,1,2,1726,1,1,9,21,2,6,28,34,36,15,-21,-6,-12,0,0,0,0
1617,1,0,H,3,1,1727,2,0,44,26,1,4,31,44,18,41,23,-13,18,0,0,0,0
1617,3,0,H,3,1,1728,1,1,39,9,1,5,16,39,23,34,11,-23,30,0,0,0,0
1617,0,1,A,2,3,1729,1,1,40,25,1,10,21,30,24,35,11,-9,15,0,0,0,0
1617,1,1,D,1,3,1730,0,2,26,26,4,9,20,25,45,31,-14,-5,0,0,0,0,0
1617,4,1,H,0,1,1731,0,1,10,21,4,4,12,26,36,16,-20,-14,-11,0,0,0,0
1617,3,3,D,2,2,1732,2,2,33,24,2,8,24,29,25,33,8,-5,9,0,0,0,0
1617,1,1,D,3,1,1733,2,0,44,10,2,5,17,41,24,47,23,-24,34,0,0,0,0
1617,3,2,H,2,3,1734,2,2,24,47,3,10,42,18,27,22,-5,24,-23,0,0,0,0
1617,0,2,A,2,4,1735,1,3,24,48,3,12,42,16,35,31,-4,26,-24,0,0,0,1
1617,1,1,D,1,1,1736,1,1,30,38,5,3,33,24,31,38,7,9,-8,0,0,0,0
1617,2,1,H,2,3,1737,2,1,25,37,1,9,31,24,28,25,-3,7,-12,0,0,0,0
1617,1,2,A,1,2,1738,1,2,9,34,2,8,36,28,42,16,-26,8,-25,0,0,0,0
1617,1,7,A,3,3,1739,2,2,27,45,3,11,48,25,26,21,-5,23,-18,0,0,0,0
1617,2,0,H,1,1,1740,1,0,39,27,3,4,32,46,25,34,9,-14,12,0,0,0,0
1617,0,0,D,3,2,1741,1,2,28,28,1,7,27,29,30,22,-8,-2,0,0,0,0,0
1617,1,1,D,1,1,1742,1,1,21,31,1,5,39,32,30,13,-17,7,-10,0,0,0,0
1617,0,1,A,2,2,1743,2,1,25,24,5,6,31,37,32,27,-5,-6,1,0,0,0,0
1617,1,0,H,4,3,1744,3,1,51,42,3,10,37,23,16,44,28,14,9,0,0,1,0
1617,0,1,A,3,2,1745,1,2,37,27,0,6,25,29,26,32,6,-4,10,0,0,0,0
1617,1,0,H,1,0,1746,0,0,11,13,2,1,20,37,42,18,-24,-17,-2,0,0,0,0
1617,2,6,A,1,2,1747,1,1,9,40,5,7,35,25,44,17,-27,10,-31,0,0,0,0
1617,4,0,H,3,2,1748,2,2,47,37,4,8,38,29,21,44,23,9,10,0,0,0,0
1617,0,1,A,3,3,1749,2,1,27,37,0,9,32,27,33,22,-11,5,-10,0,0,0,0
1617,0,2,A,0,4,1750,0,3,13,54,1,12,45,16,38,20,-18,29,-41,0,0,0,1
1617,2,0,H,3,2,1751,2,2,48,25,2,8,27,33,26,55,29,-6,23,0,0,0,0
1617,3,0,H,2,2,1752,2,2,37,29,2,7,27,29,33,38,5,-2,8,0,0,0,0
1617,0,2,A,1,4,1753,0,3,27,57,4,12,47,16,48,32,-16,31,-30,0,0,0,1
1617,0,2,A,0,3,1754,0,2,13,50,4,10,48,21,40,20,-20,27,-37,0,0,0,0
1617,2,0,H,3,1,1755,1,1,42,22,1,4,14,31,24,37,13,-17,20,0,0,0,0
1617,1,3,A,1,1,1756,0,1,14,42,2,3,36,25,42,19,-23,11,-28,0,0,0,0
1617,3,1,H,2,3,1757,2,2,30,27,3,9,22,34,29,26,-3,-12,3,0,0,0,0
1617,1,3,A,2,3,1758,1,1,27,29,3,10,22,30,37,32,-5,-8,-2,0,0,0,0
1617,5,3,H,1,1,1759,1,1,32,9,2,5,19,50,33,40,7,-31,23,0,0,0,0
1617,1,1,D,2,3,1760,1,1,43,40,4,9,33,27,27,41,14,6,3,0,0,0,0
1617,4,1,H,4,1,1761,3,0,60,14,0,5,20,45,16,49,33,-25,46,0,0,1,0
1617,1,0,H,1,0,1762,1,0,45,13,0,1,20,42,26,39,13,-22,32,0,0,0,0
1617,1,2,A,1,2,1763,1,1,22,44,1,7,42,28,33,14,-19,14,-22,0,0,0,0
1617,0,1,A,3,3,1764,2,1,27,45,0,10,39,24,37,23,-14,15,-18,0,0,0,0
1617,1,3,A,3,3,1765,1,2,32,51,1,11,57,26,31,25,-6,31,-19,0,0,0,0
1617,2,1,H,3,2,1766,1,2,41,40,0,8,41,33,28,34,6,8,1,0,0,0,0
1617,5,0,H,1,2,1767,1,2,9,25,2,8,27,35,55,22,-33,-8,-16,0,0,0,0
1617,4,1,H,3,1,1768,2,1,53,35,1,5,45,36,21,50,29,9,18,0,0,0,0
1617,1,1,D,2,1,1769,2,0,33,27,0,4,32,50,30,29,-1,-18,6,0,0,0,0
1617,1,2,A,2,2,1770,2,1,29,27,1,6,33,40,32,27,-5,-7,2,0,0,0,0
1617,2,0,H,4,1,1771,3,1,63,22,0,4,15,35,17,53,36,-20,41,0,0,1,0
1617,0,2,A,3,1,1772,2,1,54,48,2,3,40,26,27,60,33,14,6,0,0,0,0
1617,2,0,H,3,1,1773,1,1,32,12,1,5,27,55,34,26,-8,-28,20,0,0,0,0
1617,1,2,A,0,1,1774,0,0,13,28,1,4,33,51,43,20,-23,-18,-15,0,0,0,0
1617,1,1,D,2,3,1775,2,2,25,27,2,9,23,38,40,27,-13,-15,-2,0,0,0,0
1617,1,3,A,3,3,1776,1,2,48,56,1,10,54,22,24,40,16,32,-8,0,0,0,0
1617,1,0,H,2,2,1777,1,2,47,29,1,7,28,34,29,44,15,-6,18,0,0,0,0
1617,1,1,D,1,2,1778,0,2,14,34,2,6,30,31,49,21,-28,-1,-20,0,0,0,0
1617,0,1,A,2,3,1779,1,1,30,44,0,9,36,29,41,35,-6,7,-14,0,0,0,0
1617,2,2,D,2,1,1780,2,1,40,35,2,5,46,40,35,42,7,6,5,0,0,0,0
1617,3,1,H,3,3,1781,1,1,47,35,0,10,28,34,29,37,8,-6,12,0,0,0,0
1617,1,2,A,3,3,1782,2,2,59,54,1,11,60,29,23,57,34,31,5,0,0,0,0
1617,3,1,H,2,1,1783,2,1,35,12,0,5,27,57,32,31,-1,-30,23,0,0,0,0
1617,0,0,D,1,2,1784,1,2,51,41,0,8,44,37,26,42,16,7,10,0,0,0,0
1617,0,2,A,3,2,1785,2,1,28,50,0,7,45,29,39,24,-15,16,-22,0,0,0,0
1617,1,5,A,1,3,1786,0,1,31,48,1,10,41,27,52,35,-17,14,-17,0,0,0,0
1617,0,0,D,0,2,1787,0,1,13,30,1,6,35,42,45,21,-24,-7,-17,0,0,0,0
1617,0,2,A,1,2,1788,1,2,22,26,1,8,28,41,37,15,-22,-13,-4,0,0,0,0
1617,3,1,H,1,1,1789,1,0,36,15,2,5,22,50,42,48,6,-28,21,0,0,0,0
1617,1,1,D,2,4,1790,2,3,29,66,1,12,55,17,35,28,-7,38,-37,0,0,0,1
1617,2,1,H,4,3,1791,3,1,67,50,0,9,40,30,18,56,38,10,17,0,0,1,0
1617,0,1,A,2,2,1792,2,2,29,38,2,6,34,33,41,30,-11,1,-9,0,0,0,0
1617,4,0,H,3,1,1793,1,1,35,22,1,4,15,39,37,29,-8,-24,13,0,0,0,0
1617,1,0,H,2,1,1794,2,0,42,31,2,4,36,57,37,44,7,-21,11,0,0,0,0
1617,7,1,H,3,1,1795,1,1,51,52,1,3,42,26,28,46,18,16,-1,0,0,0,0
1617,3,0,H,3,0,1796,2,0,57,14,2,1,21,45,30,62,32,-24,43,0,0,0,0
1617,0,3,A,1,3,1797,0,2,15,59,2,10,58,25,53,23,-30,33,-44,0,0,0,0
1617,1,3,A,1,2,1798,1,2,12,30,2,7,29,36,60,28,-32,-7,-18,0,0,0,0
1617,0,1,A,2,3,1799,1,2,31,28,0,9,24,41,42,35,-7,-17,3,0,0,0,0
1617,3,1,H,2,1,1800,1,1,53,39,1,5,51,43,29,47,18,8,14,0,0,0,0
1617,1,0,H,3,2,1801,1,2,50,29,0,8,30,42,32,41,9,-12,21,0,0,0,0
1617,2,2,D,1,3,1802,1,1,39,54,2,10,53,29,46,52,6,24,-15,0,0,0,0
1617,3,0,H,1,1,1803,1,1,52,12,0,5,29,63,33,43,10,-34,40,0,0,0,0
1617,4,1,H,3,3,1804,2,1,31,38,0,10,33,37,41,25,-16,-4,-7,0,0,0,0
1617,0,0,D,1,2,1805,0,1,31,56,1,7,50,30,58,36,-22,20,-25,0,0,0,0
1617,0,1,A,0,2,1806,0,2,14,45,1,8,45,37,48,21,-27,8,-31,0,0,0,0
1617,2,3,A,1,3,1807,1,2,22,60,1,11,65,30,43,15,-28,35,-38,0,0,0,0
1617,3,1,H,3,2,1808,2,1,62,31,1,6,35,43,25,61,36,-8,31,0,0,0,0
1617,0,1,A,2,4,1809,2,3,41,70,0,12,58,19,33,35,2,39,-29,0,0,0,1
1617,4,1,H,2,1,1810,2,0,33,15,1,5,23,56,37,32,-5,-33,18,0,0,0,0
1617,2,0,H,3,1,1811,2,1,65,22,1,4,17,46,26,64,38,-29,43,0,0,0,0
1617,1,2,A,2,2,1812,1,1,31,57,0,7,50,30,46,36,-10,20,-26,0,0,0,0
1617,1,2,A,3,0,1813,1,0,38,14,1,1,21,49,41,34,-7,-28,24,0,0,0,0
1617,1,0,H,2,3,1814,2,2,48,34,2,9,29,42,37,46,9,-13,14,0,0,0,0
1617,0,5,A,2,1,1815,2,1,29,55,2,3,46,33,43,30,-13,13,-26,0,0,0,0
1617,1,1,D,3,4,1816,2,3,63,73,2,12,59,19,32,68,36,40,-10,0,0,0,1
1617,1,3,A,1,1,1817,0,0,15,32,2,4,36,58,60,24,-36,-22,-17,0,0,0,0
1617,1,1,D,1,3,1818,1,1,12,53,2,9,42,32,66,29,-37,10,-41,0,0,0,0
1617,2,2,D,1,2,1819,1,2,40,36,2,7,36,38,48,54,6,-2,4,0,0,0,0
1617,1,2,A,3,2,1820,1,2,55,41,1,6,35,34,31,55,24,1,14,0,0,0,0
1617,1,1,D,1,2,1821,1,1,58,31,0,6,37,48,33,51,18,-11,27,0,0,0,0
1617,1,1,D,1,1,1822,1,1,22,13,1,5,30,67,48,17,-31,-37,9,0,0,0,0
1617,2,0,H,4,3,1823,3,1,74,38,0,10,35,43,20,60,40,-8,36,0,0,1,0
1617,0,3,A,3,3,1824,2,2,34,68,0,10,66,26,43,29,-14,40,-34,0,0,0,0
1617,2,3,A,1,1,1825,0,1,35,41,1,5,56,50,59,39,-20,6,-6,0,0,0,0
1617,2,1,H,0,3,1826,0,1,17,55,1,10,56,33,50,23,-27,23,-38,0,0,0,0
1617,0,3,A,2,3,1827,1,2,60,64,1,11,69,33,31,52,21,36,-4,0,0,0,0
1617,4,0,H,3,1,1828,1,0,54,15,0,5,25,63,33,43,10,-38,39,0,0,0,0
1617,2,2,D,2,2,1829,2,2,44,51,0,8,47,37,35,37,2,10,-7,0,0,0,0
1617,3,0,H,2,2,1830,2,2,37,29,1,8,30,48,40,38,-2,-18,8,0,0,0,0
1617,4,0,H,1,3,1831,0,1,35,38,1,10,35,45,62,41,-21,-10,-3,0,0,0,0
1617,1,2,A,2,1,1832,2,1,52,23,2,4,18,49,39,49,10,-31,29,0,0,0,0
1617,2,2,D,2,2,1833,2,1,29,60,2,7,52,34,51,30,-21,18,-31,0,0,0,0
1617,2,2,D,3,3,1834,1,1,55,57,1,9,47,33,35,57,22,14,-2,0,0,0,0
1617,3,0,H,3,2,1835,2,2,67,40,2,7,41,40,33,72,39,1,27,0,0,0,0
1617,0,0,D,1,3,1836,0,2,15,34,2,9,29,46,67,25,-42,-17,-19,0,0,0,0
1617,0,2,A,1,4,1837,1,3,14,77,2,12,62,20,68,31,-37,42,-63,0,0,0,1
1617,1,1,D,3,1,1838,2,1,71,59,1,3,52,34,26,69,43,18,12,0,0,0,0
1617,2,1,H,2,2,1839,1,2,32,45,0,6,39,37,49,38,-11,2,-13,0,0,0,0
1617,1,1,D,1,0,1840,1,0,44,20,2,1,25,51,52,59,7,-26,24,0,0,0,0
1617,3,2,H,1,3,1841,1,2,60,35,0,9,29,46,35,53,18,-17,25,0,0,0,0
1617,5,4,H,2,3,1842,2,1,52,56,2,10,59,37,41,50,9,22,-4,0,0,0,0
1617,1,3,A,3,1,1843,1,1,38,45,1,5,60,53,49,35,-14,7,-7,0,0,0,0
1617,4,0,H,4,2,1844,3,2,80,30,0,8,32,53,20,64,44,-21,50,0,0,1,0
1617,6,2,H,2,1,1845,1,0,61,16,1,5,25,67,36,54,18,-42,45,0,0,0,0
1617,1,2,A,3,1,1846,1,1,58,26,0,4,20,50,35,49,14,-30,32,0,0,0,0
1617,1,2,A,2,0,1847,2,0,45,21,0,1,26,52,39,40,1,-26,24,0,0,0,0
1617,2,2,D,2,3,1848,1,2,35,70,0,11,75,33,50,40,-10,42,-35,0,0,0,0
1617,2,1,H,2,1,1849,2,0,40,38,1,4,45,62,43,41,-2,-17,2,0,0,0,0
1617,1,4,A,1,3,1850,1,2,14,72,2,10,70,27,70,31,-39,43,-58,0,0,0,0
1617,2,2,D,1,4,1851,1,3,63,83,0,12,68,20,37,56,19,48,-20,0,0,0,1
1617,1,1,D,1,2,1852,1,2,48,45,2,6,41,41,54,63,9,0,3,0,0,0,0
1617,4,0,H,3,2,1853,2,2,35,43,0,7,43,44,49,31,-18,-1,-8,0,0,0,0
1617,1,0,H,1,1,1854,0,1,38,14,1,5,32,74,64,46,-18,-42,24,0,0,0,0
1617,1,1,D,0,3,1855,0,1,24,58,1,9,50,37,53,28,-25,13,-34,0,0,0,0
1617,1,3,A,1,2,1856,1,1,29,36,1,6,42,52,51,22,-29,-10,-7,0,0,0,0
1617,1,2,A,2,3,1857,2,1,30,38,2,10,36,52,57,32,-25,-16,-8,0,0,0,0
1617,0,1,A,3,3,1858,1,2,56,71,1,11,77,35,42,63,21,42,-15,0,0,0,0
1617,2,0,H,1,2,1859,0,2,16,55,2,8,55,45,73,27,-46,10,-39,0,0,0,0
1617,1,3,A,3,2,1860,2,1,75,64,1,7,60,38,28,74,46,22,11,0,0,0,0
1617,1,1,D,4,1,1861,3,1,84,49,0,5,64,55,22,70,48,9,35,0,0,1,0
1617,3,1,H,3,1,1862,2,0,74,41,2,4,47,64,35,78,43,-17,33,0,0,0,0
1617,1,1,D,3,1,1863,1,0,41,19,1,5,29,73,53,38,-15,-44,22,0,0,0,0
1617,3,1,H,1,3,1864,1,2,29,38,1,9,35,49,54,23,-31,-14,-9,0,0,0,0
1617,1,0,H,2,3,1865,2,1,30,56,2,10,63,43,59,33,-26,20,-26,0,0,0,0
1617,7,3,H,2,2,1866,1,2,67,46,1,6,42,42,39,63,24,0,21,0,0,0,0
1617,1,4,A,3,3,1867,1,2,59,75,0,10,75,31,38,51,13,44,-16,0,0,0,0
1617,0,1,A,1,0,1868,1,0,14,25,2,1,29,54,75,32,-43,-25,-11,0,0,0,0
1617,2,2,D,2,2,1869,1,2,39,55,0,8,55,47,53,45,-8,8,-16,0,0,0,0
1617,1,1,D,2,1,1870,2,1,43,64,1,3,58,39,48,43,-5,19,-21,0,0,0,0
1617,1,1,D,1,3,1871,1,1,65,59,0,9,52,42,40,59,19,10,6,0,0,0,0
1617,3,2,H,2,2,1872,2,1,56,70,2,7,70,42,49,57,8,28,-14,0,0,0,0
1617,3,1,H,3,1,1873,2,1,38,14,0,5,32,76,52,36,-16,-44,24,0,0,0,0
1617,3,2,H,1,1,1874,0,1,41,32,1,4,26,55,67,48,-19,-29,9,0,0,0,0
1617,1,0,H,0,2,1875,0,2,28,44,1,7,44,49,54,30,-24,-5,-16,0,0,0,0
1617,1,2,A,3,2,1876,1,1,56,40,1,6,47,55,44,63,19,-8,16,0,0,0,0
1617,1,0,H,1,2,1877,0,2,20,33,2,8,34,59,74,30,-44,-25,-13,0,0,0,0
1617,3,1,H,3,4,1878,2,3,78,85,1,12,71,23,32,79,47,48,-7,0,0,0,1
1617,1,1,D,2,3,1879,2,1,46,42,0,10,39,54,49,45,-4,-15,4,0,0,0,0
1617,0,5,A,1,3,1880,1,2,50,77,2,11,81,36,56,65,9,45,-27,0,0,0,0
1617,3,5,A,3,3,1881,1,2,43,81,1,10,82,33,55,40,-15,49,-38,0,0,0,0
1617,4,1,H,3,2,1882,2,2,80,59,2,8,60,51,36,86,50,9,21,0,0,0,0
1617,0,1,A,1,1,1883,1,1,32,66,1,3,60,41,58,28,-30,19,-34,0,0,0,0
1617,2,1,H,2,1,1884,2,1,33,50,2,5,65,61,60,34,-26,4,-17,0,0,0,0
1617,3,0,H,4,0,1885,3,0,85,31,0,1,31,54,26,72,46,-23,54,0,0,1,0
1617,1,3,A,2,3,1886,1,1,70,56,1,10,64,46,45,72,27,18,14,0,0,0,0
1617,3,0,H,3,3,1887,1,2,60,41,0,9,39,53,43,53,10,-14,19,0,0,0,0
1617,6,2,H,2,1,1888,1,0,43,44,0,4,51,69,56,49,-7,-18,-1,0,0,0,0
1617,1,1,D,2,2,1889,2,2,44,47,1,6,46,50,50,44,-6,-4,-3,0,0,0,0
1617,2,0,H,1,1,1890,1,0,14,23,2,5,31,74,79,33,-46,-43,-9,0,0,0,0
1617,1,0,H,1,3,1891,1,1,69,43,0,10,43,60,41,61,20,-17,26,0,0,0,0
1617,1,2,A,3,4,1892,2,3,41,88,0,12,75,26,56,39,-17,49,-47,0,0,0,1
1617,2,1,H,1,3,1893,0,1,44,63,1,9,56,43,75,53,-22,13,-19,0,0,0,0
1617,3,1,H,0,2,1894,0,1,31,70,1,7,73,48,57,31,-26,25,-39,0,0,0,0
1617,2,2,D,2,1,1895,2,1,59,17,2,5,35,79,55,61,6,-44,42,0,0,0,0
1617,5,2,H,3,2,1896,1,2,59,45,1,7,45,51,47,67,20,-6,14,0,0,0,0
1617,2,1,H,1,1,1897,0,1,23,32,2,4,28,59,76,31,-45,-31,-9,0,0,0,0
1617,3,2,H,3,2,1898,2,2,84,36,1,8,36,61,36,87,51,-25,48,0,0,0,0
1617,2,4,A,2,3,1899,2,2,48,83,0,11,90,37,51,47,-4,53,-35,0,0,0,0
1617,5,3,H,1,2,1900,1,1,50,46,2,6,55,58,63,66,3,-3,4,0,0,0,0
1718,3,0,H,0,0,1901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,1,3,A,0,0,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,0,1,A,0,0,1903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,1,1,D,0,0,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,0,3,A,0,0,1905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,3,0,H,0,0,1906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,0,0,D,0,0,1907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,2,1,H,0,0,1908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,0,0,D,0,0,1909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,1,2,A,0,0,1910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1718,0,1,A,0,0,1911,0,0,0,1,0,1,1,1,2,1,-1,0,-1,0,0,0,0
1718,2,4,A,0,1,1912,0,1,1,3,1,3,3,0,0,0,0,3,-2,0,0,0,0
1718,1,3,A,1,1,1913,1,1,3,3,0,3,3,0,0,1,1,3,0,0,0,0,0
1718,1,2,A,1,0,1914,1,0,3,1,0,1,0,0,1,2,1,0,2,0,0,0,0
1718,0,0,D,0,0,1915,0,0,0,0,0,0,1,3,3,0,-3,-2,0,0,0,0,0
1718,1,2,A,0,1,1916,0,1,0,3,0,3,2,1,3,0,-3,1,-3,0,0,0,0
1718,2,1,H,1,0,1917,1,0,3,0,0,0,0,3,0,3,3,-3,3,0,0,0,0
1718,3,1,H,1,0,1918,1,0,3,0,0,0,0,1,1,3,2,-1,3,0,0,0,0
1718,3,2,H,0,0,1919,0,0,1,0,1,0,1,2,0,0,0,-1,1,0,0,0,0
1718,3,0,H,0,0,1920,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0
1718,3,0,H,2,1,1921,2,1,6,3,0,3,3,3,2,7,5,0,3,0,0,0,0
1718,2,1,H,0,0,1922,0,0,0,1,0,1,0,3,4,1,-3,-3,-1,0,0,0,0
1718,0,1,A,0,1,1923,0,1,0,4,0,4,4,1,3,1,-2,3,-4,0,0,0,0
1718,0,3,A,1,2,1924,1,2,4,6,1,6,6,2,1,2,1,4,-2,0,0,0,0
1718,1,0,H,0,0,1925,0,0,0,1,0,1,0,3,5,1,-4,-3,-1,0,0,0,0
1718,2,0,H,2,1,1926,2,1,6,4,0,4,3,2,1,6,5,1,2,0,0,0,0
1718,4,1,H,1,2,1927,1,2,4,6,1,6,5,1,1,2,1,4,-2,0,0,0,0
1718,1,0,H,0,0,1928,0,0,0,1,0,1,2,4,5,3,-2,-2,-1,0,0,0,0
1718,0,5,A,0,0,1929,0,0,1,0,1,0,1,5,3,1,-2,-4,1,0,0,0,0
1718,0,2,A,0,3,1930,0,3,1,9,1,9,8,1,4,0,-4,7,-8,0,0,0,1
1718,2,1,H,1,1,1931,1,1,3,4,0,4,2,4,5,6,1,-2,-1,0,0,0,0
1718,3,0,H,1,0,1932,1,0,3,1,0,1,1,8,3,2,-1,-7,2,0,0,0,0
1718,1,1,D,1,1,1933,1,1,3,3,0,3,3,5,6,3,-3,-2,0,0,0,0,0
1718,2,3,A,0,2,1934,0,2,1,7,1,7,6,2,5,2,-3,4,-6,0,0,0,0
1718,2,1,H,2,1,1935,2,1,6,3,0,3,4,5,5,6,1,-1,3,0,0,0,0
1718,6,0,H,3,0,1936,3,0,9,0,0,0,1,4,2,9,7,-3,9,0,0,1,0
1718,1,3,A,0,3,1937,0,3,1,9,1,9,10,2,5,1,-4,8,-8,0,0,0,1
1718,0,2,A,1,1,1938,1,1,4,3,1,3,2,5,4,3,-1,-3,1,0,0,0,0
1718,2,2,D,2,2,1939,2,2,7,6,1,6,4,2,1,5,4,2,1,0,0,0,0
1718,1,1,D,1,4,1940,1,3,4,12,1,12,10,1,6,3,-3,9,-8,0,0,0,1
1718,5,1,H,1,0,1941,1,0,4,1,1,1,0,6,6,4,-2,-6,3,0,0,0,0
1718,0,4,A,0,2,1942,0,2,0,6,0,6,5,3,10,1,-9,2,-6,0,0,0,0
